,zones,catetgory,place,within,Value
2382,Hagebeemd,Hospitality,Restaurants,Within 5 km,19.1
2384,Hagebeemd,Leisure and culture,Cinema,Within 10 km,2.1
2385,Hagebeemd,Leisure and culture,Cinema,Within 20 km,4.0
2386,Hagebeemd,Leisure and culture,Cinema,Within 5 km,0.0
2389,Hagebeemd,Leisure and culture,Museum,Within 10 km,1.6
2390,Hagebeemd,Leisure and culture,Museum,Within 20 km,9.8
2391,Hagebeemd,Leisure and culture,Museum,Within 5 km,0.0
2394,Hagebeemd,Leisure and culture,Performing arts (excl. festivals),Within 10 km,2.0
2395,Hagebeemd,Leisure and culture,Performing arts (excl. festivals),Within 20 km,6.7
2396,Hagebeemd,Leisure and culture,Performing arts (excl. festivals),Within 5 km,0.0
2400,Hagebeemd,Leisure and culture,Recreation,Within 10 km,3.6
2401,Hagebeemd,Leisure and culture,Recreation,Within 20 km,10.0
2402,Hagebeemd,Leisure and culture,Recreation,Within 50 km,38.3
2406,Hagebeemd,Retail,Department store,Within 10 km,5.9
2407,Hagebeemd,Retail,Department store,Within 20 km,12.6
2408,Hagebeemd,Retail,Department store,Within 5 km,1.9
2411,Hagebeemd,Retail,Grocery stores,Within 1 km,0.0
2412,Hagebeemd,Retail,Grocery stores,Within 3 km,1.7
2413,Hagebeemd,Retail,Grocery stores,Within 5 km,8.0
2414,Hagebeemd,Retail,Grocery stores,Within 1 km,0.2
2415,Hagebeemd,Retail,Grocery stores,Within 3 km,5.3
2416,Hagebeemd,Retail,Grocery stores,Within 5 km,25.8
2421,Hazeldonk,Childcare,Daycare centres,Within 1 km,0.0
2422,Hazeldonk,Childcare,Daycare centres,Within 3 km,0.5
2423,Hazeldonk,Childcare,Daycare centres,Within 5 km,1.8
2425,Hazeldonk,Childcare,Out-of-school care,Within 1 km,0.0
2426,Hazeldonk,Childcare,Out-of-school care,Within 3 km,0.5
2427,Hazeldonk,Childcare,Out-of-school care,Within 5 km,1.9
2430,Hazeldonk,Education,Primary education,Within 1 km,0.0
2431,Hazeldonk,Education,Primary education,Within 3 km,0.5
2432,Hazeldonk,Education,Primary education,Within 5 km,1.5
2462,Hazeldonk,Health and well-being,General Practitioner's Practice,Within 1 km,0.0
2463,Hazeldonk,Health and well-being,General Practitioner's Practice,Within 3 km,0.0
2464,Hazeldonk,Health and well-being,General Practitioner's Practice,Within 5 km,0.2
2466,Hazeldonk,Health and well-being,Hospital (excl. outpatient clinics),Within 10 km,1.3
2467,Hazeldonk,Health and well-being,Hospital (excl. outpatient clinics),Within 20 km,2.7
2468,Hazeldonk,Health and well-being,Hospital (excl. outpatient clinics),Within 5 km,0.0
2470,Hazeldonk,Health and well-being,Hospital (incl. outpatient clinics),Within 10 km,1.3
2471,Hazeldonk,Health and well-being,Hospital (incl. outpatient clinics),Within 20 km,4.7
2472,Hazeldonk,Health and well-being,Hospital (incl. outpatient clinics),Within 5 km,0.0
2478,Hazeldonk,Hospitality,Cafes etc.,Within 1 km,0.0
2479,Hazeldonk,Hospitality,Cafes etc.,Within 3 km,0.3
2480,Hazeldonk,Hospitality,Cafes etc.,Within 5 km,5.6
2482,Hazeldonk,Hospitality,Cafeterias etc.,Within 1 km,0.1
2483,Hazeldonk,Hospitality,Cafeterias etc.,Within 3 km,1.8
2484,Hazeldonk,Hospitality,Cafeterias etc.,Within 5 km,6.8
2486,Hazeldonk,Hospitality,Hotels etc.,Within 10 5km,9.8
2487,Hazeldonk,Hospitality,Hotels etc.,Within 20 km,31.0
2488,Hazeldonk,Hospitality,Hotels etc.,Within 5 km,1.0
2490,Hazeldonk,Hospitality,Restaurants,Within 1 km,0.7
2491,Hazeldonk,Hospitality,Restaurants,Within 3 km,2.9
2492,Hazeldonk,Hospitality,Restaurants,Within 5 km,9.1
2494,Hazeldonk,Leisure and culture,Cinema,Within 10 km,0.9
2495,Hazeldonk,Leisure and culture,Cinema,Within 20 km,4.0
2496,Hazeldonk,Leisure and culture,Cinema,Within 5 km,0.0
2499,Hazeldonk,Leisure and culture,Museum,Within 10 km,1.4
2500,Hazeldonk,Leisure and culture,Museum,Within 20 km,6.5
2501,Hazeldonk,Leisure and culture,Museum,Within 5 km,0.0
2504,Hazeldonk,Leisure and culture,Performing arts (excl. festivals),Within 10 km,1.4
2505,Hazeldonk,Leisure and culture,Performing arts (excl. festivals),Within 20 km,4.9
2506,Hazeldonk,Leisure and culture,Performing arts (excl. festivals),Within 5 km,0.0
2510,Hazeldonk,Leisure and culture,Recreation,Within 10 km,1.4
2511,Hazeldonk,Leisure and culture,Recreation,Within 20 km,7.9
2512,Hazeldonk,Leisure and culture,Recreation,Within 50 km,27.8
2516,Hazeldonk,Retail,Department store,Within 10 km,2.7
2517,Hazeldonk,Retail,Department store,Within 20 km,10.8
2518,Hazeldonk,Retail,Department store,Within 5 km,0.0
2521,Hazeldonk,Retail,Grocery stores,Within 1 km,0.0
2522,Hazeldonk,Retail,Grocery stores,Within 3 km,0.0
2523,Hazeldonk,Retail,Grocery stores,Within 5 km,1.2
2524,Hazeldonk,Retail,Grocery stores,Within 1 km,0.0
2525,Hazeldonk,Retail,Grocery stores,Within 3 km,0.1
2526,Hazeldonk,Retail,Grocery stores,Within 5 km,2.4
2531,Heilaar,Childcare,Daycare centres,Within 1 km,0.8
2532,Heilaar,Childcare,Daycare centres,Within 3 km,17.7
2533,Heilaar,Childcare,Daycare centres,Within 5 km,55.6
2535,Heilaar,Childcare,Out-of-school care,Within 1 km,0.8
2536,Heilaar,Childcare,Out-of-school care,Within 3 km,16.0
2537,Heilaar,Childcare,Out-of-school care,Within 5 km,47.8
2540,Heilaar,Education,Primary education,Within 1 km,0.0
2541,Heilaar,Education,Primary education,Within 3 km,5.7
2542,Heilaar,Education,Primary education,Within 5 km,22.1
2572,Heilaar,Health and well-being,General Practitioner's Practice,Within 1 km,0.0
2573,Heilaar,Health and well-being,General Practitioner's Practice,Within 3 km,8.0
2574,Heilaar,Health and well-being,General Practitioner's Practice,Within 5 km,18.3
2576,Heilaar,Health and well-being,Hospital (excl. outpatient clinics),Within 10 km,2.0
2577,Heilaar,Health and well-being,Hospital (excl. outpatient clinics),Within 20 km,3.0
2578,Heilaar,Health and well-being,Hospital (excl. outpatient clinics),Within 5 km,1.0
2580,Heilaar,Health and well-being,Hospital (incl. outpatient clinics),Within 10 km,4.0
2581,Heilaar,Health and well-being,Hospital (incl. outpatient clinics),Within 20 km,6.0
2582,Heilaar,Health and well-being,Hospital (incl. outpatient clinics),Within 5 km,1.0
2588,Heilaar,Hospitality,Cafes etc.,Within 1 km,0.0
2589,Heilaar,Hospitality,Cafes etc.,Within 3 km,33.2
2590,Heilaar,Hospitality,Cafes etc.,Within 5 km,115.4
2592,Heilaar,Hospitality,Cafeterias etc.,Within 1 km,0.1
2593,Heilaar,Hospitality,Cafeterias etc.,Within 3 km,47.1
2594,Heilaar,Hospitality,Cafeterias etc.,Within 5 km,156.3
2596,Heilaar,Hospitality,Hotels etc.,Within 10 5km,21.0
2597,Heilaar,Hospitality,Hotels etc.,Within 20 km,41.8
2598,Heilaar,Hospitality,Hotels etc.,Within 5 km,13.0
2600,Heilaar,Hospitality,Restaurants,Within 1 km,1.0
2601,Heilaar,Hospitality,Restaurants,Within 3 km,47.5
2602,Heilaar,Hospitality,Restaurants,Within 5 km,176.9
2604,Heilaar,Leisure and culture,Cinema,Within 10 km,4.0
2605,Heilaar,Leisure and culture,Cinema,Within 20 km,4.0
2606,Heilaar,Leisure and culture,Cinema,Within 5 km,2.0
2609,Heilaar,Leisure and culture,Museum,Within 10 km,3.0
2610,Heilaar,Leisure and culture,Museum,Within 20 km,11.0
2611,Heilaar,Leisure and culture,Museum,Within 5 km,1.0
2614,Heilaar,Leisure and culture,Performing arts (excl. festivals),Within 10 km,3.0
2615,Heilaar,Leisure and culture,Performing arts (excl. festivals),Within 20 km,6.7
2616,Heilaar,Leisure and culture,Performing arts (excl. festivals),Within 5 km,2.0
2620,Heilaar,Leisure and culture,Recreation,Within 10 km,5.0
2621,Heilaar,Leisure and culture,Recreation,Within 20 km,10.0
2622,Heilaar,Leisure and culture,Recreation,Within 50 km,37.6
2626,Heilaar,Retail,Department store,Within 10 km,7.0
2627,Heilaar,Retail,Department store,Within 20 km,15.0
2628,Heilaar,Retail,Department store,Within 5 km,3.2
2631,Heilaar,Retail,Grocery stores,Within 1 km,0.0
2632,Heilaar,Retail,Grocery stores,Within 3 km,13.7
2633,Heilaar,Retail,Grocery stores,Within 5 km,31.9
2634,Heilaar,Retail,Grocery stores,Within 1 km,0.0
2635,Heilaar,Retail,Grocery stores,Within 3 km,48.7
2636,Heilaar,Retail,Grocery stores,Within 5 km,121.1
2641,Heksenwiel,Childcare,Daycare centres,Within 1 km,2.8
2642,Heksenwiel,Childcare,Daycare centres,Within 3 km,11.7
2643,Heksenwiel,Childcare,Daycare centres,Within 5 km,25.2
2645,Heksenwiel,Childcare,Out-of-school care,Within 1 km,2.0
2646,Heksenwiel,Childcare,Out-of-school care,Within 3 km,8.9
2647,Heksenwiel,Childcare,Out-of-school care,Within 5 km,21.3
2650,Heksenwiel,Education,Primary education,Within 1 km,2.0
2651,Heksenwiel,Education,Primary education,Within 3 km,6.4
2652,Heksenwiel,Education,Primary education,Within 5 km,13.9
2682,Heksenwiel,Health and well-being,General Practitioner's Practice,Within 1 km,0.8
2683,Heksenwiel,Health and well-being,General Practitioner's Practice,Within 3 km,4.5
2684,Heksenwiel,Health and well-being,General Practitioner's Practice,Within 5 km,9.8
2686,Heksenwiel,Health and well-being,Hospital (excl. outpatient clinics),Within 10 km,2.0
2687,Heksenwiel,Health and well-being,Hospital (excl. outpatient clinics),Within 20 km,3.0
2688,Heksenwiel,Health and well-being,Hospital (excl. outpatient clinics),Within 5 km,0.0
2690,Heksenwiel,Health and well-being,Hospital (incl. outpatient clinics),Within 10 km,2.0
2691,Heksenwiel,Health and well-being,Hospital (incl. outpatient clinics),Within 20 km,5.1
2692,Heksenwiel,Health and well-being,Hospital (incl. outpatient clinics),Within 5 km,0.0
2698,Heksenwiel,Hospitality,Cafes etc.,Within 1 km,0.4
2699,Heksenwiel,Hospitality,Cafes etc.,Within 3 km,2.0
2700,Heksenwiel,Hospitality,Cafes etc.,Within 5 km,10.2
2702,Heksenwiel,Hospitality,Cafeterias etc.,Within 1 km,1.3
2703,Heksenwiel,Hospitality,Cafeterias etc.,Within 3 km,6.0
2704,Heksenwiel,Hospitality,Cafeterias etc.,Within 5 km,25.7
2706,Heksenwiel,Hospitality,Hotels etc.,Within 10 5km,17.5
2707,Heksenwiel,Hospitality,Hotels etc.,Within 20 km,40.8
2708,Heksenwiel,Hospitality,Hotels etc.,Within 5 km,1.1
2710,Heksenwiel,Hospitality,Restaurants,Within 1 km,1.9
2711,Heksenwiel,Hospitality,Restaurants,Within 3 km,7.8
2712,Heksenwiel,Hospitality,Restaurants,Within 5 km,21.8
2714,Heksenwiel,Leisure and culture,Cinema,Within 10 km,2.4
2715,Heksenwiel,Leisure and culture,Cinema,Within 20 km,4.0
2716,Heksenwiel,Leisure and culture,Cinema,Within 5 km,0.0
2719,Heksenwiel,Leisure and culture,Museum,Within 10 km,1.1
2720,Heksenwiel,Leisure and culture,Museum,Within 20 km,9.2
2721,Heksenwiel,Leisure and culture,Museum,Within 5 km,0.0
2724,Heksenwiel,Leisure and culture,Performing arts (excl. festivals),Within 10 km,2.0
2725,Heksenwiel,Leisure and culture,Performing arts (excl. festivals),Within 20 km,6.6
2726,Heksenwiel,Leisure and culture,Performing arts (excl. festivals),Within 5 km,0.0
2730,Heksenwiel,Leisure and culture,Recreation,Within 10 km,4.3
2731,Heksenwiel,Leisure and culture,Recreation,Within 20 km,10.0
2732,Heksenwiel,Leisure and culture,Recreation,Within 50 km,38.1
2736,Heksenwiel,Retail,Department store,Within 10 km,6.0
2737,Heksenwiel,Retail,Department store,Within 20 km,13.4
2738,Heksenwiel,Retail,Department store,Within 5 km,2.6
2741,Heksenwiel,Retail,Grocery stores,Within 1 km,1.6
2742,Heksenwiel,Retail,Grocery stores,Within 3 km,3.6
2743,Heksenwiel,Retail,Grocery stores,Within 5 km,13.4
2744,Heksenwiel,Retail,Grocery stores,Within 1 km,6.8
2745,Heksenwiel,Retail,Grocery stores,Within 3 km,12.2
2746,Heksenwiel,Retail,Grocery stores,Within 5 km,39.8
2751,Heusdenhout,Childcare,Daycare centres,Within 1 km,2.3
2752,Heusdenhout,Childcare,Daycare centres,Within 3 km,17.5
2753,Heusdenhout,Childcare,Daycare centres,Within 5 km,63.4
2755,Heusdenhout,Childcare,Out-of-school care,Within 1 km,2.0
2756,Heusdenhout,Childcare,Out-of-school care,Within 3 km,13.8
2757,Heusdenhout,Childcare,Out-of-school care,Within 5 km,53.4
2760,Heusdenhout,Education,Primary education,Within 1 km,1.8
2761,Heusdenhout,Education,Primary education,Within 3 km,7.7
2762,Heusdenhout,Education,Primary education,Within 5 km,27.2
2792,Heusdenhout,Health and well-being,General Practitioner's Practice,Within 1 km,1.9
2793,Heusdenhout,Health and well-being,General Practitioner's Practice,Within 3 km,8.0
2794,Heusdenhout,Health and well-being,General Practitioner's Practice,Within 5 km,22.2
2796,Heusdenhout,Health and well-being,Hospital (excl. outpatient clinics),Within 10 km,3.0
2797,Heusdenhout,Health and well-being,Hospital (excl. outpatient clinics),Within 20 km,3.8
2798,Heusdenhout,Health and well-being,Hospital (excl. outpatient clinics),Within 5 km,1.4
2800,Heusdenhout,Health and well-being,Hospital (incl. outpatient clinics),Within 10 km,3.0
2801,Heusdenhout,Health and well-being,Hospital (incl. outpatient clinics),Within 20 km,5.8
2802,Heusdenhout,Health and well-being,Hospital (incl. outpatient clinics),Within 5 km,1.4
2808,Heusdenhout,Hospitality,Cafes etc.,Within 1 km,0.3
2809,Heusdenhout,Hospitality,Cafes etc.,Within 3 km,11.0
2810,Heusdenhout,Hospitality,Cafes etc.,Within 5 km,106.6
2812,Heusdenhout,Hospitality,Cafeterias etc.,Within 1 km,1.6
2813,Heusdenhout,Hospitality,Cafeterias etc.,Within 3 km,26.8
2814,Heusdenhout,Hospitality,Cafeterias etc.,Within 5 km,149.7
2816,Heusdenhout,Hospitality,Hotels etc.,Within 10 5km,19.0
2817,Heusdenhout,Hospitality,Hotels etc.,Within 20 km,45.9
2818,Heusdenhout,Hospitality,Hotels etc.,Within 5 km,13.7
2820,Heusdenhout,Hospitality,Restaurants,Within 1 km,1.0
2821,Heusdenhout,Hospitality,Restaurants,Within 3 km,29.9
2822,Heusdenhout,Hospitality,Restaurants,Within 5 km,175.5
2824,Heusdenhout,Leisure and culture,Cinema,Within 10 km,3.0
2825,Heusdenhout,Leisure and culture,Cinema,Within 20 km,4.7
2826,Heusdenhout,Leisure and culture,Cinema,Within 5 km,3.0
2829,Heusdenhout,Leisure and culture,Museum,Within 10 km,3.0
2830,Heusdenhout,Leisure and culture,Museum,Within 20 km,9.0
2831,Heusdenhout,Leisure and culture,Museum,Within 5 km,1.0
2834,Heusdenhout,Leisure and culture,Performing arts (excl. festivals),Within 10 km,4.0
2835,Heusdenhout,Leisure and culture,Performing arts (excl. festivals),Within 20 km,7.6
2836,Heusdenhout,Leisure and culture,Performing arts (excl. festivals),Within 5 km,2.0
2840,Heusdenhout,Leisure and culture,Recreation,Within 10 km,6.0
2841,Heusdenhout,Leisure and culture,Recreation,Within 20 km,10.0
2842,Heusdenhout,Leisure and culture,Recreation,Within 50 km,35.5
2846,Heusdenhout,Retail,Department store,Within 10 km,8.0
2847,Heusdenhout,Retail,Department store,Within 20 km,16.4
2848,Heusdenhout,Retail,Department store,Within 5 km,3.0
2851,Heusdenhout,Retail,Grocery stores,Within 1 km,1.0
2852,Heusdenhout,Retail,Grocery stores,Within 3 km,7.9
2853,Heusdenhout,Retail,Grocery stores,Within 5 km,35.6
2854,Heusdenhout,Retail,Grocery stores,Within 1 km,6.4
2855,Heusdenhout,Retail,Grocery stores,Within 3 km,34.6
2856,Heusdenhout,Retail,Grocery stores,Within 5 km,144.8
2861,Heuvel,Childcare,Daycare centres,Within 1 km,3.0
2862,Heuvel,Childcare,Daycare centres,Within 3 km,31.3
2863,Heuvel,Childcare,Daycare centres,Within 5 km,57.2
2865,Heuvel,Childcare,Out-of-school care,Within 1 km,3.9
2866,Heuvel,Childcare,Out-of-school care,Within 3 km,26.4
2867,Heuvel,Childcare,Out-of-school care,Within 5 km,51.1
2870,Heuvel,Education,Primary education,Within 1 km,1.5
2871,Heuvel,Education,Primary education,Within 3 km,10.8
2872,Heuvel,Education,Primary education,Within 5 km,21.3
2902,Heuvel,Health and well-being,General Practitioner's Practice,Within 1 km,3.1
2903,Heuvel,Health and well-being,General Practitioner's Practice,Within 3 km,9.2
2904,Heuvel,Health and well-being,General Practitioner's Practice,Within 5 km,22.3
2906,Heuvel,Health and well-being,Hospital (excl. outpatient clinics),Within 10 km,2.0
2907,Heuvel,Health and well-being,Hospital (excl. outpatient clinics),Within 20 km,3.0
2908,Heuvel,Health and well-being,Hospital (excl. outpatient clinics),Within 5 km,2.0
2910,Heuvel,Health and well-being,Hospital (incl. outpatient clinics),Within 10 km,4.0
2911,Heuvel,Health and well-being,Hospital (incl. outpatient clinics),Within 20 km,6.0
2912,Heuvel,Health and well-being,Hospital (incl. outpatient clinics),Within 5 km,2.0
2918,Heuvel,Hospitality,Cafes etc.,Within 1 km,2.9
2919,Heuvel,Hospitality,Cafes etc.,Within 3 km,79.3
2920,Heuvel,Hospitality,Cafes etc.,Within 5 km,116.9
2922,Heuvel,Hospitality,Cafeterias etc.,Within 1 km,8.5
2923,Heuvel,Hospitality,Cafeterias etc.,Within 3 km,100.3
2924,Heuvel,Hospitality,Cafeterias etc.,Within 5 km,165.0
2926,Heuvel,Hospitality,Hotels etc.,Within 10 5km,21.9
2927,Heuvel,Hospitality,Hotels etc.,Within 20 km,41.7
2928,Heuvel,Hospitality,Hotels etc.,Within 5 km,14.2
2930,Heuvel,Hospitality,Restaurants,Within 1 km,4.4
2931,Heuvel,Hospitality,Restaurants,Within 3 km,117.9
2932,Heuvel,Hospitality,Restaurants,Within 5 km,188.7
2934,Heuvel,Leisure and culture,Cinema,Within 10 km,4.0
2935,Heuvel,Leisure and culture,Cinema,Within 20 km,4.0
2936,Heuvel,Leisure and culture,Cinema,Within 5 km,2.0
2939,Heuvel,Leisure and culture,Museum,Within 10 km,3.7
2940,Heuvel,Leisure and culture,Museum,Within 20 km,9.6
2941,Heuvel,Leisure and culture,Museum,Within 5 km,1.0
2944,Heuvel,Leisure and culture,Performing arts (excl. festivals),Within 10 km,3.3
2945,Heuvel,Leisure and culture,Performing arts (excl. festivals),Within 20 km,6.5
2946,Heuvel,Leisure and culture,Performing arts (excl. festivals),Within 5 km,2.0
2950,Heuvel,Leisure and culture,Recreation,Within 10 km,6.0
2951,Heuvel,Leisure and culture,Recreation,Within 20 km,10.0
2952,Heuvel,Leisure and culture,Recreation,Within 50 km,37.6
2956,Heuvel,Retail,Department store,Within 10 km,7.0
2957,Heuvel,Retail,Department store,Within 20 km,15.2
2958,Heuvel,Retail,Department store,Within 5 km,3.9
2961,Heuvel,Retail,Grocery stores,Within 1 km,2.1
2962,Heuvel,Retail,Grocery stores,Within 3 km,19.0
2963,Heuvel,Retail,Grocery stores,Within 5 km,36.3
2964,Heuvel,Retail,Grocery stores,Within 1 km,7.2
2965,Heuvel,Retail,Grocery stores,Within 3 km,77.4
2966,Heuvel,Retail,Grocery stores,Within 5 km,140.6
2971,Hoogeind,Childcare,Daycare centres,Within 1 km,1.0
2972,Hoogeind,Childcare,Daycare centres,Within 3 km,11.7
2973,Hoogeind,Childcare,Daycare centres,Within 5 km,40.5
2975,Hoogeind,Childcare,Out-of-school care,Within 1 km,0.0
2976,Hoogeind,Childcare,Out-of-school care,Within 3 km,8.8
2977,Hoogeind,Childcare,Out-of-school care,Within 5 km,34.9
2980,Hoogeind,Education,Primary education,Within 1 km,0.0
2981,Hoogeind,Education,Primary education,Within 3 km,4.6
2982,Hoogeind,Education,Primary education,Within 5 km,18.5
3012,Hoogeind,Health and well-being,General Practitioner's Practice,Within 1 km,0.0
3013,Hoogeind,Health and well-being,General Practitioner's Practice,Within 3 km,4.1
3014,Hoogeind,Health and well-being,General Practitioner's Practice,Within 5 km,16.2
3016,Hoogeind,Health and well-being,Hospital (excl. outpatient clinics),Within 10 km,2.9
3017,Hoogeind,Health and well-being,Hospital (excl. outpatient clinics),Within 20 km,3.9
3018,Hoogeind,Health and well-being,Hospital (excl. outpatient clinics),Within 5 km,1.0
3020,Hoogeind,Health and well-being,Hospital (incl. outpatient clinics),Within 10 km,2.9
3021,Hoogeind,Health and well-being,Hospital (incl. outpatient clinics),Within 20 km,5.9
3022,Hoogeind,Health and well-being,Hospital (incl. outpatient clinics),Within 5 km,1.0
3028,Hoogeind,Hospitality,Cafes etc.,Within 1 km,0.0
3029,Hoogeind,Hospitality,Cafes etc.,Within 3 km,1.8
3030,Hoogeind,Hospitality,Cafes etc.,Within 5 km,61.3
3032,Hoogeind,Hospitality,Cafeterias etc.,Within 1 km,0.4
3033,Hoogeind,Hospitality,Cafeterias etc.,Within 3 km,10.6
